WKT_GEOM,NEW DATASET,ID,OLD DATASET,OLD ID,VERSION,COUNTRY,ACCURACY,START DATE,END DATE,TYPE,TRIGGER,AFFIDABILITY,PSV,DCMV,FATALITIES,INJURIES,NOTES,LINK
POINT (13.896164 42.341528),UGLC,CALC,ITALICA,ITA_0095,V2 - 2023,Italy,5999,2004/12/10,2004/12/10,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Pescara, Abruzzo, description: ND",Source: ND
POINT (13.414471 41.940864),UGLC,CALC,ITALICA,ITA_0096,V2 - 2023,Italy,599,2009/03/05,2009/03/05,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (14.702073 42.115994),UGLC,CALC,ITALICA,ITA_0097,V2 - 2023,Italy,5999,2009/03/07,2009/03/07,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.79956 41.99166),UGLC,CALC,ITALICA,ITA_0098,V2 - 2023,Italy,599,2009/03/07,2009/03/07,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.363584 42.092765),UGLC,CALC,ITALICA,ITA_0099,V2 - 2023,Italy,5999,2009/04/05,2009/04/05,mudslide,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.793328 42.690425),UGLC,CALC,ITALICA,ITA_0100,V2 - 2023,Italy,1799,2009/04/22,2009/04/22,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.660914 42.502517),UGLC,CALC,ITALICA,ITA_0101,V2 - 2023,Italy,5999,2009/06/02,2009/06/02,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.445962 42.308925),UGLC,CALC,ITALICA,ITA_0102,V2 - 2023,Italy,5999,2009/06/02,2009/06/02,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.632799 42.58322),UGLC,CALC,ITALICA,ITA_0103,V2 - 2023,Italy,5999,2009/06/02,2009/06/02,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.647984 42.54553),UGLC,CALC,ITALICA,ITA_0104,V2 - 2023,Italy,5999,2009/06/02,2009/06/02,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.99466 42.667412),UGLC,CALC,ITALICA,ITA_0105,V2 - 2023,Italy,1799,2009/06/03,2009/06/03,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.938096 42.700161),UGLC,CALC,ITALICA,ITA_0106,V2 - 2023,Italy,1799,2009/06/03,2009/06/03,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.976721 42.68313),UGLC,CALC,ITALICA,ITA_0107,V2 - 2023,Italy,1799,2009/06/03,2009/06/03,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.711785 42.489101),UGLC,CALC,ITALICA,ITA_0108,V2 - 2023,Italy,5999,2009/06/21,2009/06/21,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.679536 42.539743),UGLC,CALC,ITALICA,ITA_0109,V2 - 2023,Italy,5999,2009/06/21,2009/06/21,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.902441 42.325672),UGLC,CALC,ITALICA,ITA_0110,V2 - 2023,Italy,599,2009/06/30,2009/06/30,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Pescara, Abruzzo, description: ND",Source: ND
POINT (14.036897 42.588118),UGLC,CALC,ITALICA,ITA_0111,V2 - 2023,Italy,1799,2009/09/21,2009/09/21,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.8394 42.823759),UGLC,CALC,ITALICA,ITA_0112,V2 - 2023,Italy,1799,2009/09/21,2009/09/21,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.399933 42.350697),UGLC,CALC,ITALICA,ITA_0113,V2 - 2023,Italy,5999,2009/09/21,2009/09/21,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.553393 42.523048),UGLC,CALC,ITALICA,ITA_0114,V2 - 2023,Italy,5999,2009/09/21,2009/09/21,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.667734 42.729389),UGLC,CALC,ITALICA,ITA_0115,V2 - 2023,Italy,1799,2009/10/24,2009/10/24,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.859654 42.578038),UGLC,CALC,ITALICA,ITA_0116,V2 - 2023,Italy,1799,2009/10/24,2009/10/24,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (14.170255 42.498325),UGLC,CALC,ITALICA,ITA_0117,V2 - 2023,Italy,1799,2009/10/24,2009/10/24,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Pescara, Abruzzo, description: ND",Source: ND
POINT (14.406095 42.35332),UGLC,CALC,ITALICA,ITA_0118,V2 - 2023,Italy,599,2009/10/25,2009/10/25,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (14.015777 42.053333),UGLC,CALC,ITALICA,ITA_0119,V2 - 2023,Italy,1799,2009/10/25,2009/10/25,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (14.490921 42.178067),UGLC,CALC,ITALICA,ITA_0120,V2 - 2023,Italy,1799,2009/10/25,2009/10/25,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.809305 42.002792),UGLC,CALC,ITALICA,ITA_0121,V2 - 2023,Italy,599,2014/04/25,2014/04/25,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.470249 42.634078),UGLC,CALC,ITALICA,ITA_0122,V2 - 2023,Italy,599,2004/12/10,2004/12/10,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.720258 42.666033),UGLC,CALC,ITALICA,ITA_0123,V2 - 2023,Italy,599,2004/12/10,2004/12/10,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (14.546207 42.019106),UGLC,CALC,ITALICA,ITA_0124,V2 - 2023,Italy,1799,2005/02/15,2005/02/15,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (14.662733 42.086504),UGLC,CALC,ITALICA,ITA_0125,V2 - 2023,Italy,1799,2005/02/20,2005/02/20,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.083983 42.097187),UGLC,CALC,ITALICA,ITA_0126,V2 - 2023,Italy,1799,2005/12/04,2005/12/04,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (14.718117 42.073657),UGLC,CALC,ITALICA,ITA_0127,V2 - 2023,Italy,5999,2005/12/12,2005/12/12,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.472579 41.857483),UGLC,CALC,ITALICA,ITA_0129,V2 - 2023,Italy,599,2015/10/14,2015/10/14,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (14.27746 42.415821),UGLC,CALC,ITALICA,ITA_0130,V2 - 2023,Italy,599,2006/01/04,2006/01/04,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.874731 42.241522),UGLC,CALC,ITALICA,ITA_0131,V2 - 2023,Italy,599,2017/09/16,2017/09/16,rock fall,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Pescara, Abruzzo, description: ND",Source: ND
POINT (14.699513 42.096499),UGLC,CALC,ITALICA,ITA_0132,V2 - 2023,Italy,599,2006/01/05,2006/01/05,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (14.731933 42.079464),UGLC,CALC,ITALICA,ITA_0133,V2 - 2023,Italy,599,2006/01/05,2006/01/05,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (14.687491 42.116643),UGLC,CALC,ITALICA,ITA_0134,V2 - 2023,Italy,599,2006/01/05,2006/01/05,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.612218 42.592704),UGLC,CALC,ITALICA,ITA_0135,V2 - 2023,Italy,0,2018/03/06,2018/03/06,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (14.4144 42.3364),UGLC,CALC,ITALICA,ITA_0136,V2 - 2023,Italy,0,2005/09/20,2005/09/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.2299 42.084867),UGLC,CALC,ITALICA,ITA_0137,V2 - 2023,Italy,0,2010/05/15,2010/05/15,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (14.709525 42.118637),UGLC,CALC,ITALICA,ITA_0138,V2 - 2023,Italy,5999,2006/01/22,2006/01/22,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.3988 42.339145),UGLC,CALC,ITALICA,ITA_0139,V2 - 2023,Italy,0,2012/07/22,2012/07/22,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (14.136021 42.319431),UGLC,CALC,ITALICA,ITA_0140,V2 - 2023,Italy,599,2006/02/24,2006/02/24,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.703478 42.670252),UGLC,CALC,ITALICA,ITA_0141,V2 - 2023,Italy,599,2008/11/16,2008/11/16,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.5692 42.245903),UGLC,CALC,ITALICA,ITA_0142,V2 - 2023,Italy,0,2014/10/25,2014/10/25,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (14.585114 42.212008),UGLC,CALC,ITALICA,ITA_0143,V2 - 2023,Italy,1799,2018/10/12,2018/10/12,mudslide,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.41338 41.945204),UGLC,CALC,ITALICA,ITA_0144,V2 - 2023,Italy,1799,2018/10/14,2018/10/14,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.221428 42.346315),UGLC,CALC,ITALICA,ITA_0145,V2 - 2023,Italy,1799,2019/08/23,2019/08/23,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.692961 42.671282),UGLC,CALC,ITALICA,ITA_0146,V2 - 2023,Italy,599,2008/11/16,2008/11/16,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (16.269349 40.788581),UGLC,CALC,ITALICA,ITA_0147,V2 - 2023,Italy,1799,2003/09/08,2003/09/08,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Matera, Basilicata, description: ND",Source: ND
POINT (13.703793 42.663822),UGLC,CALC,ITALICA,ITA_0148,V2 - 2023,Italy,599,2008/11/16,2008/11/16,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (14.139176 42.505676),UGLC,CALC,ITALICA,ITA_0149,V2 - 2023,Italy,599,2008/11/17,2008/11/17,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Pescara, Abruzzo, description: ND",Source: ND
POINT (13.802796 41.994913),UGLC,CALC,ITALICA,ITA_0150,V2 - 2023,Italy,599,2008/12/11,2008/12/11,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.471608 41.885192),UGLC,CALC,ITALICA,ITA_0151,V2 - 2023,Italy,5999,2008/12/11,2008/12/11,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (16.248856 40.591281),UGLC,CALC,ITALICA,ITA_0152,V2 - 2023,Italy,599,2005/08/31,2005/08/31,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Matera, Basilicata, description: ND",Source: ND
POINT (14.078314 41.847982),UGLC,CALC,ITALICA,ITA_0153,V2 - 2023,Italy,599,2008/12/15,2008/12/15,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.253812 42.069281),UGLC,CALC,ITALICA,ITA_0154,V2 - 2023,Italy,5999,2008/12/15,2008/12/15,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (14.402976 42.358557),UGLC,CALC,ITALICA,ITA_0155,V2 - 2023,Italy,9800,2009/01/29,2009/01/29,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (15.543844 40.943782),UGLC,CALC,ITALICA,ITA_0156,V2 - 2023,Italy,5999,2006/03/12,2006/03/12,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.685817 40.97808),UGLC,CALC,ITALICA,ITA_0157,V2 - 2023,Italy,599,2006/03/12,2006/03/12,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.780353 40.949658),UGLC,CALC,ITALICA,ITA_0158,V2 - 2023,Italy,1799,2006/03/12,2006/03/12,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.753436 40.694846),UGLC,CALC,ITALICA,ITA_0159,V2 - 2023,Italy,599,2006/03/23,2006/03/23,earth flow,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.779216 40.022311),UGLC,CALC,ITALICA,ITA_0160,V2 - 2023,Italy,599,2006/09/26,2006/09/26,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.777183 40.021302),UGLC,CALC,ITALICA,ITA_0161,V2 - 2023,Italy,599,2006/09/26,2006/09/26,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.572561 40.983569),UGLC,CALC,ITALICA,ITA_0162,V2 - 2023,Italy,5999,2006/09/27,2006/09/27,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (13.793953 42.520757),UGLC,CALC,ITALICA,ITA_0163,V2 - 2023,Italy,599,2015/01/23,2015/01/23,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (14.143818 42.494393),UGLC,CALC,ITALICA,ITA_0164,V2 - 2023,Italy,1799,2015/02/07,2015/02/07,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Pescara, Abruzzo, description: ND",Source: ND
POINT (16.57894 40.694364),UGLC,CALC,ITALICA,ITA_0165,V2 - 2023,Italy,1799,2007/03/09,2007/03/09,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Matera, Basilicata, description: ND",Source: ND
POINT (15.659263 40.983839),UGLC,CALC,ITALICA,ITA_0166,V2 - 2023,Italy,5999,2007/03/20,2007/03/20,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.729559 40.010537),UGLC,CALC,ITALICA,ITA_0167,V2 - 2023,Italy,1799,2007/04/04,2007/04/04,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (16.542299 40.519521),UGLC,CALC,ITALICA,ITA_0168,V2 - 2023,Italy,1799,2007/09/25,2007/09/25,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Matera, Basilicata, description: ND",Source: ND
POINT (13.860763 42.57694),UGLC,CALC,ITALICA,ITA_0169,V2 - 2023,Italy,599,2015/02/08,2015/02/08,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.464 42.557885),UGLC,CALC,ITALICA,ITA_0170,V2 - 2023,Italy,599,2015/02/25,2015/02/25,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.85571 42.38764),UGLC,CALC,ITALICA,ITA_0171,V2 - 2023,Italy,1799,2015/02/25,2015/02/25,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Pescara, Abruzzo, description: ND",Source: ND
POINT (15.877443 39.996501),UGLC,CALC,ITALICA,ITA_0172,V2 - 2023,Italy,1799,2008/03/11,2008/03/11,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.717506 40.072127),UGLC,CALC,ITALICA,ITA_0173,V2 - 2023,Italy,5999,2008/03/25,2008/03/25,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.72632 40.004906),UGLC,CALC,ITALICA,ITA_0174,V2 - 2023,Italy,5999,2008/03/27,2008/03/27,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (14.339434 41.935744),UGLC,CALC,ITALICA,ITA_0175,V2 - 2023,Italy,5999,2015/02/28,2015/02/28,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
POINT (13.696179 42.729853),UGLC,CALC,ITALICA,ITA_0176,V2 - 2023,Italy,599,2017/02/16,2017/02/16,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.872056 42.576669),UGLC,CALC,ITALICA,ITA_0177,V2 - 2023,Italy,599,2017/11/15,2017/11/15,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (15.652867 40.702095),UGLC,CALC,ITALICA,ITA_0178,V2 - 2023,Italy,1799,2009/03/07,2009/03/07,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.805073 40.640613),UGLC,CALC,ITALICA,ITA_0179,V2 - 2023,Italy,599,2009/07/02,2009/07/02,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (15.485624 40.603466),UGLC,CALC,ITALICA,ITA_0180,V2 - 2023,Italy,599,2010/03/15,2010/03/15,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (16.57906 40.685532),UGLC,CALC,ITALICA,ITA_0181,V2 - 2023,Italy,599,2010/07/18,2010/07/18,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Matera, Basilicata, description: ND",Source: ND
POINT (15.74825 41.008152),UGLC,CALC,ITALICA,ITA_0182,V2 - 2023,Italy,599,2010/10/14,2010/10/14,mudslide,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Potenza, Basilicata, description: ND",Source: ND
POINT (13.932912 42.639866),UGLC,CALC,ITALICA,ITA_0183,V2 - 2023,Italy,1799,2017/11/15,2017/11/15,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (14.012237 42.583486),UGLC,CALC,ITALICA,ITA_0184,V2 - 2023,Italy,1799,2017/11/15,2017/11/15,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (13.4772 41.857632),UGLC,CALC,ITALICA,ITA_0185,V2 - 2023,Italy,0,2010/12/01,2010/12/01,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:L'Aquila, Abruzzo, description: ND",Source: ND
POINT (13.7294 42.668742),UGLC,CALC,ITALICA,ITA_0186,V2 - 2023,Italy,1799,2013/11/11,2013/11/11,debris flow,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Teramo, Abruzzo, description: ND",Source: ND
POINT (14.2766 42.426506),UGLC,CALC,ITALICA,ITA_0187,V2 - 2023,Italy,0,2013/12/02,2013/12/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Chieti, Abruzzo, description: ND",Source: ND
