,OLD_DATA,START_DATA
64717,1940/08/13-14,1940/08/13-14
64718,1940/08/13-14,1940/08/13-14
64719,1940/08/13-14,1940/08/13-14
64720,1940/08/13-14,1940/08/13-14
64721,1940/08/13-14,1940/08/13-14
64722,1940/08/13-14,1940/08/13-14
64723,1940/08/13-14,1940/08/13-14
64724,1940/08/13-14,1940/08/13-14
64725,1940/08/13-14,1940/08/13-14
64726,1940/08/13-14,1940/08/13-14
64727,1940/08/13-14,1940/08/13-14
64728,1940/08/13-14,1940/08/13-14
64729,1940/08/13-14,1940/08/13-14
64730,1940/08/13-14,1940/08/13-14
64731,1940/08/13-14,1940/08/13-14
64732,1940/08/13-14,1940/08/13-14
64733,1940/08/13-14,1940/08/13-14
64734,1940/08/13-14,1940/08/13-14
64735,1940/08/13-14,1940/08/13-14
64736,1940/08/13-14,1940/08/13-14
64737,1940/08/13-14,1940/08/13-14
64738,1940/08/13-14,1940/08/13-14
64739,1940/08/13-14,1940/08/13-14
64740,1940/08/13-14,1940/08/13-14
64741,,
64742,,
64743,,
64744,,
64745,,
64746,,
64747,,
64748,,
64749,,
64750,,
64751,1940/08/13-14,1940/08/13-14
64752,1940/08/13-14,1940/08/13-14
64753,1940/08/13-14,1940/08/13-14
64754,1940/08/13-14,1940/08/13-14
64755,1940/08/13-14,1940/08/13-14
64756,1940/08/13-14,1940/08/13-14
64757,1940/08/13-14,1940/08/13-14
64758,1940/08/13-14,1940/08/13-14
64759,1940/08/13-14,1940/08/13-14
64760,1940/08/13-14,1940/08/13-14
64761,1940/08/13-14,1940/08/13-14
64762,1940/08/13-14,1940/08/13-14
64763,1940/08/13-14,1940/08/13-14
64764,1940/08/13-14,1940/08/13-14
64765,1940/08/13-14,1940/08/13-14
64766,,
64767,,
64768,,
64769,,
64770,,
64771,1940/08/13-14,1940/08/13-14
64772,1940/08/13-14,1940/08/13-14
64773,1940/08/13-14,1940/08/13-14
64774,1940/08/13-14,1940/08/13-14
64775,1940/08/13-14,1940/08/13-14
64776,1940/08/13-14,1940/08/13-14
64777,1940/08/13-14,1940/08/13-14
64778,1940/08/13-14,1940/08/13-14
64779,1940/08/13-14,1940/08/13-14
64780,1940/08/13-14,1940/08/13-14
64781,1940/08/13-14,1940/08/13-14
64782,1940/08/13-14,1940/08/13-14
64783,1940/08/13-14,1940/08/13-14
64784,1940/08/13-14,1940/08/13-14
64785,1940/08/13-14,1940/08/13-14
64786,1940/08/13-14,1940/08/13-14
64787,1940/08/13-14,1940/08/13-14
64788,1940/08/13-14,1940/08/13-14
64789,1940/08/13-14,1940/08/13-14
64790,1940/08/13-14,1940/08/13-14
64791,1940/08/13-14,1940/08/13-14
64792,1940/08/13-14,1940/08/13-14
64793,1940/08/13-14,1940/08/13-14
64794,1940/08/13-14,1940/08/13-14
64795,1940/08/13-14,1940/08/13-14
64796,1940/08/13-14,1940/08/13-14
64797,1940/08/13-14,1940/08/13-14
64798,1940/08/13-14,1940/08/13-14
64799,1940/08/13-14,1940/08/13-14
64800,1940/08/13-14,1940/08/13-14
64801,1940/08/13-14,1940/08/13-14
64802,1940/08/13-14,1940/08/13-14
64803,1940/08/13-14,1940/08/13-14
64804,1940/08/13-14,1940/08/13-14
64805,1940/08/13-14,1940/08/13-14
64806,1940/08/13-14,1940/08/13-14
64807,1940/08/13-14,1940/08/13-14
64808,1940/08/13-14,1940/08/13-14
64809,1940/08/13-14,1940/08/13-14
64810,1940/08/13-14,1940/08/13-14
64811,,
64812,,
64813,,
64814,1940/08/13-14,1940/08/13-14
64815,1940/08/13-14,1940/08/13-14
64816,1940/08/13-14,1940/08/13-14
64817,1940/08/13-14,1940/08/13-14
64818,1940/08/13-14,1940/08/13-14
64819,1940/08/13-14,1940/08/13-14
64820,1940/08/13-14,1940/08/13-14
64821,1940/08/13-14,1940/08/13-14
64822,1940/08/13-14,1940/08/13-14
64823,1940/08/13-14,1940/08/13-14
64824,1940/08/13-14,1940/08/13-14
64825,1940/08/13-14,1940/08/13-14
64826,1940/08/13-14,1940/08/13-14
64827,1940/08/13-14,1940/08/13-14
64828,1940/08/13-14,1940/08/13-14
64829,1940/08/13-14,1940/08/13-14
64830,1940/08/13-14,1940/08/13-14
64831,1940/08/13-14,1940/08/13-14
64832,1940/08/13-14,1940/08/13-14
64833,1940/08/13-14,1940/08/13-14
64834,1940/08/13-14,1940/08/13-14
64835,1940/08/13-14,1940/08/13-14
64836,1940/08/13-14,1940/08/13-14
64837,1940/08/13-14,1940/08/13-14
64838,1940/08/13-14,1940/08/13-14
64839,1940/08/13-14,1940/08/13-14
64840,1940/08/13-14,1940/08/13-14
64841,1940/08/13-14,1940/08/13-14
64842,1940/08/13-14,1940/08/13-14
64843,1940/08/13-14,1940/08/13-14
64844,1940/08/13-14,1940/08/13-14
64845,1940/08/13-14,1940/08/13-14
64846,1940/08/13-14,1940/08/13-14
64847,1940/08/13-14,1940/08/13-14
64848,1940/08/13-14,1940/08/13-14
64849,1940/08/13-14,1940/08/13-14
64850,1940/08/13-14,1940/08/13-14
64851,1940/08/13-14,1940/08/13-14
64852,1940/08/13-14,1940/08/13-14
64853,1940/08/13-14,1940/08/13-14
64854,1940/08/13-14,1940/08/13-14
64855,1940/08/13-14,1940/08/13-14
64856,1940/08/13-14,1940/08/13-14
64857,1940/08/13-14,1940/08/13-14
64858,1940/08/13-14,1940/08/13-14
64859,1940/08/13-14,1940/08/13-14
64860,1940/08/13-14,1940/08/13-14
64861,1940/08/13-14,1940/08/13-14
64862,1940/08/13-14,1940/08/13-14
64863,1940/08/13-14,1940/08/13-14
64864,1940/08/13-14,1940/08/13-14
64865,1940/08/13-14,1940/08/13-14
64866,1940/08/13-14,1940/08/13-14
64867,1940/08/13-14,1940/08/13-14
64868,1940/08/13-14,1940/08/13-14
64869,1940/08/13-14,1940/08/13-14
64870,2006/08/18,2006/08/18
64871,2005,2005
64872,2006/08/31,2006/08/31
64873,,
64874,,
64875,,
64876,1940/08/13-14,1940/08/13-14
64877,,
64878,,
64879,,
64880,,
64881,,
64882,,
64883,,
64884,,
64885,,
64886,,
64887,,
64888,,
64889,,
64890,,
64891,,
64892,,
64893,,
64894,,
64895,,
64896,,
64897,,
64898,,
64899,,
64900,2004/09/17,2004/09/17
64901,2004/09/06-17,2004/09/06-17
64902,,
64903,,
64904,,
64905,,
64906,,
64907,,
64908,,
64909,,
64910,,
64911,2004/09/06-17,2004/09/06-17
64912,1940/08/13-14,1940/08/13-14
64913,,
64914,,
64915,,
64916,,
64917,,
64918,,
64919,,
64920,,
64921,,
64922,,
64923,,
64924,1940/08/13-14,1940/08/13-14
64925,,
64926,,
64927,,
64928,,
64929,,
64930,,
64931,,
64932,,
64933,,
64934,,
64935,,
64936,,
64937,1992,1992
64938,,
64939,,
64940,,
64941,,
64942,2004/09/16-17,2004/09/16-17
64943,2004/09/16-17,2004/09/16-17
64944,1976/02/22,1976/02/22
64945,2004/09/06-17,2004/09/06-17
64946,,
64947,2004/09/16-17,2004/09/16-17
64948,,
64949,,
64950,,
64951,2006,2006
64952,,
64953,,
64954,1940/08/13-14,1940/08/13-14
64955,,
64956,1997/02,1997/02
64957,,
64958,1940/08/13-14,1940/08/13-14
64959,1940/08/13-14,1940/08/13-14
64960,1940/08/13-14,1940/08/13-14
64961,1940/08/13-14,1940/08/13-14
64962,1940/08/13-14,1940/08/13-14
64963,,
64964,1995,1995
64965,1940/08/13-14,1940/08/13-14
64966,,
64967,1940/08/13-14,1940/08/13-14
64968,2006/12/15-30,2006/12/15-30
64969,,
64970,1977/11/05-06,1977/11/05-06
64971,1977/11/05-06,1977/11/05-06
64972,1977/11/05-06,1977/11/05-06
64973,1940/08/13-14,1940/08/13-14
64974,1940/08/13-14,1940/08/13-14
64975,1940/08/13-14,1940/08/13-14
64976,2004/09/06-17,2004/09/06-17
64977,1940/08/13-14,1940/08/13-14
64978,1940/08/13-14,1940/08/13-14
64979,2004/09/06-17,2004/09/06-17
64980,2004/09/06-17,2004/09/06-17
64981,1940/08/13-14,1940/08/13-14
64982,1940/08/13-14,1940/08/13-14
64983,1940/08/13-14,1940/08/13-14
64984,1940/08/13-14,1940/08/13-14
64985,1940/08/13-14,1940/08/13-14
64986,1940/08/13-14,1940/08/13-14
64987,1940/08/13-14,1940/08/13-14
64988,,
64989,,
64990,,
64991,,
64992,,
64993,,
64994,,
64995,,
64996,2008/08/26,2008/08/26
64997,,
64998,2009/01/06-07,2009/01/06-07
64999,,
65000,,
65001,2004/09/16-17,2004/09/16-17
65002,,
65003,2004/09/06-17,2004/09/06-17
65004,2004/09/06-17,2004/09/06-17
65005,2004/09/06-17,2004/09/06-17
65006,2004/09/06-17,2004/09/06-17
65007,2004/09/06-17,2004/09/06-17
65008,2004/09/06-17,2004/09/06-17
65009,2004/09/06-17,2004/09/06-17
65010,2004/09/06-17,2004/09/06-17
65011,2004/09/06-17,2004/09/06-17
65012,2004/09/06-17,2004/09/06-17
65013,2004/09/06-17,2004/09/06-17
65014,2004/09/06-17,2004/09/06-17
65015,2004/09/06-17,2004/09/06-17
65016,2004/09/06-17,2004/09/06-17
65017,,
65018,2004/09/06-17,2004/09/06-17
65019,2004/09/06-17,2004/09/06-17
65020,2004/09/06-17,2004/09/06-17
65021,2004/09/06-17,2004/09/06-17
65022,2004/09/06-17,2004/09/06-17
65023,2004/09/06-17,2004/09/06-17
65024,2004/09/06-17,2004/09/06-17
65025,2004/09/06-17,2004/09/06-17
65026,2004/09/06-17,2004/09/06-17
65027,,
65028,2004/09/06-17,2004/09/06-17
65029,,
65030,1940/08/13-14,1940/08/13-14
65031,1940/08/13-14,1940/08/13-14
65032,1940/08/13-14,1940/08/13-14
65033,,
65034,,
65035,2009/03/13,2009/03/13
65036,2004/09/06-17,2004/09/06-17
65037,,
65038,,
65039,,
65040,,
65041,1940/08/13-14,1940/08/13-14
65042,1940/08/13-14,1940/08/13-14
65043,1940/08/13-14,1940/08/13-14
65044,2009/01/07,2009/01/07
65045,,
65046,,
65047,1940/08/13-14,1940/08/13-14
65048,1940/08/13-14,1940/08/13-14
65049,1940/08/13-14,1940/08/13-14
65050,,
65051,,
65052,,
65053,,
65054,1940/08/13-14,1940/08/13-14
65055,1940/08/13-14,1940/08/13-14
65056,1940/08/13-14,1940/08/13-14
65057,2004/09/06-17,2004/09/06-17
65058,2004/09/06-17,2004/09/06-17
65059,2004/09/06-17,2004/09/06-17
65060,2004/09/06-17,2004/09/06-17
65061,,
65062,,
65063,1940/08/13-14,1940/08/13-14
65064,1940/08/13-14,1940/08/13-14
65065,1940/08/13-14,1940/08/13-14
65066,1940/08/13-14,1940/08/13-14
65067,1940/08/13-14,1940/08/13-14
65068,1940/08/13-14,1940/08/13-14
65069,1940/08/13-14,1940/08/13-14
65070,1940/08/13-14,1940/08/13-14
65071,1940/08/13-14,1940/08/13-14
65072,,
65073,2007/01/0,2007/01/0
65074,2007/03/08,2007/03/08
65075,1940/08/13-14,1940/08/13-14
65076,1940/08/13-14,1940/08/13-14
65077,2004/09/06-17,2004/09/06-17
65078,,
65079,,
65080,,
65081,,
65082,1940/08/13-14,1940/08/13-14
65083,1940/08/13-14,1940/08/13-14
65084,1940/08/13-14,1940/08/13-14
65085,1940/08/13-14,1940/08/13-14
65086,,
65087,2004/09/06-17,2004/09/06-17
65088,2008/02/01,2008/02/01
65089,1940/08/13-14,1940/08/13-14
65090,1940/08/13-14,1940/08/13-14
65091,1940/08/13-14,1940/08/13-14
65092,1940/08/13-14,1940/08/13-14
65093,1940/08/13-14,1940/08/13-14
65094,1940/08/13-14,1940/08/13-14
65095,1940/08/13-14,1940/08/13-14
65096,1940/08/13-14,1940/08/13-14
65097,1940/08/13-14,1940/08/13-14
65098,1940/08/13-14,1940/08/13-14
65099,1940/08/13-14,1940/08/13-14
65100,1940/08/13-14,1940/08/13-14
65101,1940/08/13-14,1940/08/13-14
65102,1940/08/13-14,1940/08/13-14
65103,1940/08/13-14,1940/08/13-14
65104,1940/08/13-14,1940/08/13-14
65105,1940/08/13-14,1940/08/13-14
65106,1940/08/13-14,1940/08/13-14
65107,1940/08/13-14,1940/08/13-14
65108,1940/08/13-14,1940/08/13-14
65109,1940/08/13-14,1940/08/13-14
65110,1940/08/13-14,1940/08/13-14
65111,1940/08/13-14,1940/08/13-14
65112,1940/08/13-14,1940/08/13-14
65113,1940/08/13-14,1940/08/13-14
65114,1940/08/13-14,1940/08/13-14
65115,1940/08/13-14,1940/08/13-14
65116,1940/08/13-14,1940/08/13-14
65117,1940/08/13-14,1940/08/13-14
65118,1940/08/13-14,1940/08/13-14
65119,1940/08/13-14,1940/08/13-14
65120,1940/08/13-14,1940/08/13-14
65121,1940/08/13-14,1940/08/13-14
65122,1940/08/13-14,1940/08/13-14
65123,1940/08/13-14,1940/08/13-14
65124,1940/08/13-14,1940/08/13-14
65125,1940/08/13-14,1940/08/13-14
65126,1940/08/13-14,1940/08/13-14
65127,1940/08/13-14,1940/08/13-14
65128,1940/08/13-14,1940/08/13-14
65129,1940/08/13-14,1940/08/13-14
65130,1940/08/13-14,1940/08/13-14
65131,1940/08/13-14,1940/08/13-14
65132,1940/08/13-14,1940/08/13-14
65133,1940/08/13-14,1940/08/13-14
65134,1940/08/13-14,1940/08/13-14
65135,1940/08/13-14,1940/08/13-14
65136,1940/08/13-14,1940/08/13-14
65137,1940/08/13-14,1940/08/13-14
65138,1940/08/13-14,1940/08/13-14
65139,1940/08/13-14,1940/08/13-14
65140,1940/08/13-14,1940/08/13-14
65141,1940/08/13-14,1940/08/13-14
65142,1940/08/13-14,1940/08/13-14
65143,1940/08/13-14,1940/08/13-14
65144,1940/08/13-14,1940/08/13-14
65145,,
65146,,
65147,,
65148,,
65149,,
65150,2004/09/06-17,2004/09/06-17
65151,2004/09/06-17,2004/09/06-17
65152,2004/09/06-17,2004/09/06-17
65153,2004/09/06-17,2004/09/06-17
65154,,
65155,,
65156,2004/09/06-17,2004/09/06-17
65157,,
65158,,
65159,2004/09/06-17,2004/09/06-17
65160,1940/08/13-14,1940/08/13-14
65161,1940/08/13-14,1940/08/13-14
65162,1940/08/13-14,1940/08/13-14
65163,1940/08/13-14,1940/08/13-14
65164,1940/08/13-14,1940/08/13-14
65165,1940/08/13-14,1940/08/13-14
65166,1940/08/13-14,1940/08/13-14
65167,1940/08/13-14,1940/08/13-14
65168,1940/08/13-14,1940/08/13-14
65169,1940/08/13-14,1940/08/13-14
65170,1940/08/13-14,1940/08/13-14
65171,1940/08/13-14,1940/08/13-14
65172,1940/08/13-14,1940/08/13-14
65173,1940/08/13-14,1940/08/13-14
65174,1940/08/13-14,1940/08/13-14
65175,1940/08/13-14,1940/08/13-14
65176,1940/08/13-14,1940/08/13-14
65177,1940/08/13-14,1940/08/13-14
65178,1940/08/13-14,1940/08/13-14
65179,1940/08/13-14,1940/08/13-14
65180,1940/08/13-14,1940/08/13-14
65181,1940/08/13-14,1940/08/13-14
65182,1940/08/13-14,1940/08/13-14
65183,1940/08/13-14,1940/08/13-14
65184,1940/08/13-14,1940/08/13-14
65185,1940/08/13-14,1940/08/13-14
65186,1940/08/13-14,1940/08/13-14
65187,1940/08/13-14,1940/08/13-14
65188,1940/08/13-14,1940/08/13-14
65189,1940/08/13-14,1940/08/13-14
65190,1940/08/13-14,1940/08/13-14
65191,1940/08/13-14,1940/08/13-14
65192,1940/08/13-14,1940/08/13-14
65193,1940/08/13-14,1940/08/13-14
65194,1940/08/13-14,1940/08/13-14
65195,,
65196,1940/08/13-14,1940/08/13-14
65197,1940/08/13-14,1940/08/13-14
65198,1940/08/13-14,1940/08/13-14
65199,1940/08/13-14,1940/08/13-14
65200,1940/08/13-14,1940/08/13-14
65201,1940/08/13-14,1940/08/13-14
65202,1940/08/13-14,1940/08/13-14
65203,1940/08/13-14,1940/08/13-14
65204,1940/08/13-14,1940/08/13-14
65205,1940/08/13-14,1940/08/13-14
65206,1940/08/13-14,1940/08/13-14
65207,1940/08/13-14,1940/08/13-14
65208,1940/08/13-14,1940/08/13-14
65209,1940/08/13-14,1940/08/13-14
65210,1940/08/13-14,1940/08/13-14
65211,1940/08/13-14,1940/08/13-14
65212,1940/08/13-14,1940/08/13-14
65213,1940/08/13-14,1940/08/13-14
65214,1940/08/13-14,1940/08/13-14
65215,1940/08/13-14,1940/08/13-14
65216,1940/08/13-14,1940/08/13-14
65217,1940/08/13-14,1940/08/13-14
65218,1940/08/13-14,1940/08/13-14
65219,1940/08/13-14,1940/08/13-14
65220,1940/08/13-14,1940/08/13-14
65221,1940/08/13-14,1940/08/13-14
65222,1940/08/13-14,1940/08/13-14
65223,1940/08/13-14,1940/08/13-14
65224,1940/08/13-14,1940/08/13-14
65225,1940/08/13-14,1940/08/13-14
65226,1940/08/13-14,1940/08/13-14
65227,1940/08/13-14,1940/08/13-14
65228,1940/08/13-14,1940/08/13-14
65229,1940/08/13-14,1940/08/13-14
65230,1940/08/13-14,1940/08/13-14
65231,1940/08/13-14,1940/08/13-14
65232,1940/08/13-14,1940/08/13-14
65233,1940/08/13-14,1940/08/13-14
65234,1940/08/13-14,1940/08/13-14
65235,1940/08/13-14,1940/08/13-14
65236,1940/08/13-14,1940/08/13-14
65237,1940/08/13-14,1940/08/13-14
65238,1940/08/13-14,1940/08/13-14
65239,1940/08/13-14,1940/08/13-14
65240,1940/08/13-14,1940/08/13-14
65241,1940/08/13-14,1940/08/13-14
65242,1940/08/13-14,1940/08/13-14
65243,1940/08/13-14,1940/08/13-14
65244,1940/08/13-14,1940/08/13-14
65245,1940/08/13-14,1940/08/13-14
65246,1940/08/13-14,1940/08/13-14
65247,1940/08/13-14,1940/08/13-14
65248,1940/08/13-14,1940/08/13-14
65249,1940/08/13-14,1940/08/13-14
65250,,
65251,,
65252,,
65253,,
65254,1940/08/13-14,1940/08/13-14
65255,1940/08/13-14,1940/08/13-14
65256,1940/08/13-14,1940/08/13-14
65257,1940/08/13-14,1940/08/13-14
65258,1940/08/13-14,1940/08/13-14
65259,1940/08/13-14,1940/08/13-14
65260,1940/08/13-14,1940/08/13-14
65261,1940/08/13-14,1940/08/13-14
65262,1940/08/13-14,1940/08/13-14
65263,1940/08/13-14,1940/08/13-14
65264,1940/08/13-14,1940/08/13-14
65265,1940/08/13-14,1940/08/13-14
65266,1940/08/13-14,1940/08/13-14
65267,1940/08/13-14,1940/08/13-14
65268,1940/08/13-14,1940/08/13-14
65269,1940/08/13-14,1940/08/13-14
65270,1940/08/13-14,1940/08/13-14
65271,1940/08/13-14,1940/08/13-14
65272,1940/08/13-14,1940/08/13-14
65273,1940/08/13-14,1940/08/13-14
65274,1940/08/13-14,1940/08/13-14
65275,1940/08/13-14,1940/08/13-14
65276,1940/08/13-14,1940/08/13-14
65277,1940/08/13-14,1940/08/13-14
65278,1940/08/13-14,1940/08/13-14
65279,1940/08/13-14,1940/08/13-14
65280,1940/08/13-14,1940/08/13-14
65281,1940/08/13-14,1940/08/13-14
65282,1940/08/13-14,1940/08/13-14
65283,1940/08/13-14,1940/08/13-14
65284,1940/08/13-14,1940/08/13-14
65285,1940/08/13-14,1940/08/13-14
65286,1940/08/13-14,1940/08/13-14
65287,1940/08/13-14,1940/08/13-14
65288,1940/08/13-14,1940/08/13-14
65289,1940/08/13-14,1940/08/13-14
65290,1940/08/13-14,1940/08/13-14
65291,1940/08/13-14,1940/08/13-14
65292,1940/08/13-14,1940/08/13-14
65293,1940/08/13-14,1940/08/13-14
65294,1940/08/13-14,1940/08/13-14
65295,1940/08/13-14,1940/08/13-14
65296,1940/08/13-14,1940/08/13-14
65297,1940/08/13-14,1940/08/13-14
65298,1940/08/13-14,1940/08/13-14
65299,1940/08/13-14,1940/08/13-14
65300,1940/08/13-14,1940/08/13-14
65301,1940/08/13-14,1940/08/13-14
65302,1940/08/13-14,1940/08/13-14
65303,1940/08/13-14,1940/08/13-14
65304,1940/08/13-14,1940/08/13-14
65305,1940/08/13-14,1940/08/13-14
65306,1940/08/13-14,1940/08/13-14
65307,1940/08/13-14,1940/08/13-14
65308,1940/08/13-14,1940/08/13-14
65309,1940/08/13-14,1940/08/13-14
65310,1940/08/13-14,1940/08/13-14
65311,1940/08/13-14,1940/08/13-14
65312,1940/08/13-14,1940/08/13-14
65313,1940/08/13-14,1940/08/13-14
65314,1940/08/13-14,1940/08/13-14
65315,1940/08/13-14,1940/08/13-14
65316,1940/08/13-14,1940/08/13-14
65317,1940/08/13-14,1940/08/13-14
65318,1940/08/13-14,1940/08/13-14
65319,1940/08/13-14,1940/08/13-14
65320,1940/08/13-14,1940/08/13-14
65321,1940/08/13-14,1940/08/13-14
65322,1940/08/13-14,1940/08/13-14
65323,1940/08/13-14,1940/08/13-14
65324,1940/08/13-14,1940/08/13-14
65325,2004/09/06-17,2004/09/06-17
65326,,
65327,,
65328,,
65329,,
65330,,
65331,,
65332,,
65333,,
65334,,
65335,,
65336,,
65337,,
65338,,
65339,,
65340,,
65341,1977/11/05-06,1977/11/05-06
65342,1977/11/05-06,1977/11/05-06
65343,1940/08/13-14,1940/08/13-14
65344,1940/08/13-14,1940/08/13-14
65345,1940/08/13-14,1940/08/13-14
65346,1940/08/13-14,1940/08/13-14
65347,1940/08/13-14,1940/08/13-14
65348,1940/08/13-14,1940/08/13-14
65349,1940/08/13-14,1940/08/13-14
65350,1940/08/13-14,1940/08/13-14
65351,1940/08/13-14,1940/08/13-14
65352,1940/08/13-14,1940/08/13-14
65353,1940/08/13-14,1940/08/13-14
65354,1940/08/13-14,1940/08/13-14
65355,1940/08/13-14,1940/08/13-14
65356,1940/08/13-14,1940/08/13-14
65357,1940/08/13-14,1940/08/13-14
65358,1940/08/13-14,1940/08/13-14
65359,1940/08/13-14,1940/08/13-14
65360,1940/08/13-14,1940/08/13-14
65361,1940/08/13-14,1940/08/13-14
65362,1940/08/13-14,1940/08/13-14
65363,1940/08/13-14,1940/08/13-14
65364,1940/08/13-14,1940/08/13-14
65365,1940/08/13-14,1940/08/13-14
65366,1940/08/13-14,1940/08/13-14
65367,1940/08/13-14,1940/08/13-14
65368,1940/08/13-14,1940/08/13-14
65369,1940/08/13-14,1940/08/13-14
65370,1940/08/13-14,1940/08/13-14
65371,1940/08/13-14,1940/08/13-14
65372,1940/08/13-14,1940/08/13-14
65373,1940/08/13-14,1940/08/13-14
65374,1940/08/13-14,1940/08/13-14
65375,1940/08/13-14,1940/08/13-14
65376,1940/08/13-14,1940/08/13-14
65377,1940/08/13-14,1940/08/13-14
65378,1940/08/13-14,1940/08/13-14
65379,1940/08/13-14,1940/08/13-14
65380,1940/08/13-14,1940/08/13-14
65381,1940/08/13-14,1940/08/13-14
65382,1940/08/13-14,1940/08/13-14
65383,1940/08/13-14,1940/08/13-14
65384,1940/08/13-14,1940/08/13-14
65385,1940/08/13-14,1940/08/13-14
65386,1940/08/13-14,1940/08/13-14
65387,1940/08/13-14,1940/08/13-14
65388,1940/08/13-14,1940/08/13-14
65389,1940/08/13-14,1940/08/13-14
65390,1940/08/13-14,1940/08/13-14
65391,1940/08/13-14,1940/08/13-14
65392,1940/08/13-14,1940/08/13-14
65393,1940/08/13-14,1940/08/13-14
65394,1940/08/13-14,1940/08/13-14
65395,1940/08/13-14,1940/08/13-14
65396,1940/08/13-14,1940/08/13-14
65397,1940/08/13-14,1940/08/13-14
65398,1940/08/13-14,1940/08/13-14
65399,1940/08/13-14,1940/08/13-14
65400,1940/08/13-14,1940/08/13-14
65401,1940/08/13-14,1940/08/13-14
65402,1940/08/13-14,1940/08/13-14
65403,1940/08/13-14,1940/08/13-14
65404,1940/08/13-14,1940/08/13-14
65405,1940/08/13-14,1940/08/13-14
65406,1940/08/13-14,1940/08/13-14
65407,1940/08/13-14,1940/08/13-14
65408,1940/08/13-14,1940/08/13-14
65409,1940/08/13-14,1940/08/13-14
65410,1940/08/13-14,1940/08/13-14
65411,1940/08/13-14,1940/08/13-14
65412,1940/08/13-14,1940/08/13-14
65413,1940/08/13-14,1940/08/13-14
65414,1940/08/13-14,1940/08/13-14
65415,1940/08/13-14,1940/08/13-14
65416,1940/08/13-14,1940/08/13-14
65417,1940/08/13-14,1940/08/13-14
65418,1940/08/13-14,1940/08/13-14
65419,1940/08/13-14,1940/08/13-14
65420,1940/08/13-14,1940/08/13-14
65421,1940/08/13-14,1940/08/13-14
65422,1940/08/13-14,1940/08/13-14
65423,1940/08/13-14,1940/08/13-14
65424,1940/08/13-14,1940/08/13-14
65425,1940/08/13-14,1940/08/13-14
65426,,
65427,1940/08/13-14,1940/08/13-14
65428,1940/08/13-14,1940/08/13-14
65429,1940/08/13-14,1940/08/13-14
65430,1940/08/13-14,1940/08/13-14
65431,1940/08/13-14,1940/08/13-14
65432,1940/08/13-14,1940/08/13-14
65433,1940/08/13-14,1940/08/13-14
65434,1940/08/13-14,1940/08/13-14
65435,1940/08/13-14,1940/08/13-14
65436,1940/08/13-14,1940/08/13-14
65437,1940/08/13-14,1940/08/13-14
65438,1940/08/13-14,1940/08/13-14
65439,1940/08/13-14,1940/08/13-14
65440,1940/08/13-14,1940/08/13-14
65441,1940/08/13-14,1940/08/13-14
65442,1940/08/13-14,1940/08/13-14
65443,1940/08/13-14,1940/08/13-14
65444,1940/08/13-14,1940/08/13-14
65445,1940/08/13-14,1940/08/13-14
65446,1940/08/13-14,1940/08/13-14
65447,1940/08/13-14,1940/08/13-14
65448,1940/08/13-14,1940/08/13-14
65449,1940/08/13-14,1940/08/13-14
65450,1940/08/13-14,1940/08/13-14
65451,1940/08/13-14,1940/08/13-14
65452,1940/08/13-14,1940/08/13-14
65453,1940/08/13-14,1940/08/13-14
65454,1940/08/13-14,1940/08/13-14
65455,1940/08/13-14,1940/08/13-14
65456,1940/08/13-14,1940/08/13-14
65457,1940/08/13-14,1940/08/13-14
65458,1940/08/13-14,1940/08/13-14
65459,1940/08/13-14,1940/08/13-14
65460,1940/08/13-14,1940/08/13-14
65461,1940/08/13-14,1940/08/13-14
65462,1940/08/13-14,1940/08/13-14
65463,1940/08/13-14,1940/08/13-14
65464,1940/08/13-14,1940/08/13-14
65465,1940/08/13-14,1940/08/13-14
65466,1940/08/13-14,1940/08/13-14
65467,1977/11/05-06,1977/11/05-06
65468,1977/11/05-06,1977/11/05-06
65469,,
65470,,
65471,1940/08/13-14,1940/08/13-14
65472,1940/08/13-14,1940/08/13-14
65473,1940/08/13-14,1940/08/13-14
65474,1940/08/13-14,1940/08/13-14
65475,1940/08/13-14,1940/08/13-14
65476,1940/08/13-14,1940/08/13-14
65477,1940/08/13-14,1940/08/13-14
65478,1940/08/13-14,1940/08/13-14
65479,1940/08/13-14,1940/08/13-14
65480,1940/08/13-14,1940/08/13-14
65481,1940/08/13-14,1940/08/13-14
65482,1940/08/13-14,1940/08/13-14
65483,1940/08/13-14,1940/08/13-14
65484,1940/08/13-14,1940/08/13-14
65485,1940/08/13-14,1940/08/13-14
65486,1940/08/13-14,1940/08/13-14
65487,1940/08/13-14,1940/08/13-14
65488,1940/08/13-14,1940/08/13-14
65489,1940/08/13-14,1940/08/13-14
65490,1940/08/13-14,1940/08/13-14
65491,1940/08/13-14,1940/08/13-14
65492,1940/08/13-14,1940/08/13-14
65493,1940/08/13-14,1940/08/13-14
65494,1940/08/13-14,1940/08/13-14
65495,1940/08/13-14,1940/08/13-14
65496,1940/08/13-14,1940/08/13-14
65497,1940/08/13-14,1940/08/13-14
65498,1940/08/13-14,1940/08/13-14
65499,1940/08/13-14,1940/08/13-14
65500,1940/08/13-14,1940/08/13-14
65501,1940/08/13-14,1940/08/13-14
65502,1940/08/13-14,1940/08/13-14
65503,1940/08/13-14,1940/08/13-14
65504,1940/08/13-14,1940/08/13-14
65505,1940/08/13-14,1940/08/13-14
65506,1940/08/13-14,1940/08/13-14
