,OLD_DATA,START_DATA
137453,09/2019,2019/09
137454,09/2019,2019/09
137455,09/2019,2019/09
137456,09/2019,2019/09
137457,09/2019,2019/09
137458,09/2019,2019/09
137459,09/2019,2019/09
137460,09/2019,2019/09
137461,09/2019,2019/09
137462,09/2019,2019/09
137463,09/2019,2019/09
137464,09/2019,2019/09
137465,09/2019,2019/09
137466,09/2019,2019/09
137467,09/2019,2019/09
137468,09/2019,2019/09
137469,09/2019,2019/09
137470,09/2019,2019/09
137471,09/2019,2019/09
137472,09/2019,2019/09
137473,09/2019,2019/09
137474,09/2019,2019/09
137475,09/2019,2019/09
137476,09/2019,2019/09
137477,09/2019,2019/09
137478,09/2019,2019/09
137479,09/2019,2019/09
137480,09/2019,2019/09
137481,09/2019,2019/09
137482,09/2019,2019/09
137483,09/2019,2019/09
137484,09/2019,2019/09
137485,09/2019,2019/09
137486,09/2019,2019/09
137487,09/2019,2019/09
137488,09/2019,2019/09
137489,09/2019,2019/09
137490,09/2019,2019/09
137491,09/2019,2019/09
137492,09/2019,2019/09
137493,09/2019,2019/09
137494,09/2019,2019/09
137495,09/2019,2019/09
137496,09/2019,2019/09
137497,09/2019,2019/09
137498,09/2019,2019/09
137499,09/2019,2019/09
137500,09/2019,2019/09
137501,09/2019,2019/09
137502,09/2019,2019/09
137503,09/2019,2019/09
137504,09/2019,2019/09
137505,09/2019,2019/09
137506,09/2019,2019/09
137507,09/2019,2019/09
137508,09/2019,2019/09
137509,09/2019,2019/09
137510,09/2019,2019/09
137511,09/2019,2019/09
137512,09/2019,2019/09
137513,09/2019,2019/09
137514,09/2019,2019/09
137515,09/2019,2019/09
137516,09/2019,2019/09
137517,09/2019,2019/09
137518,09/2019,2019/09
137519,09/2019,2019/09
137520,09/2019,2019/09
137521,09/2019,2019/09
137522,09/2019,2019/09
137523,09/2019,2019/09
137524,09/2019,2019/09
137525,09/2019,2019/09
137526,09/2019,2019/09
137527,09/2019,2019/09
137528,09/2019,2019/09
137529,09/2019,2019/09
137530,09/2019,2019/09
137531,09/2019,2019/09
137532,09/2019,2019/09
137533,09/2019,2019/09
137534,09/2019,2019/09
137535,09/2019,2019/09
137536,09/2019,2019/09
137537,09/2019,2019/09
137538,09/2019,2019/09
137539,09/2019,2019/09
137540,09/2019,2019/09
137541,09/2019,2019/09
137542,09/2019,2019/09
137543,09/2019,2019/09
137544,09/2019,2019/09
137545,09/2019,2019/09
137546,09/2019,2019/09
137547,09/2019,2019/09
137548,09/2019,2019/09
137549,09/2019,2019/09
137550,09/2019,2019/09
137551,09/2019,2019/09
137552,09/2019,2019/09
137553,09/2019,2019/09
137554,09/2019,2019/09
137555,09/2019,2019/09
137556,09/2019,2019/09
137557,09/2019,2019/09
137558,09/2019,2019/09
137559,09/2019,2019/09
137560,09/2019,2019/09
137561,09/2019,2019/09
137562,09/2019,2019/09
137563,09/2019,2019/09
137564,09/2019,2019/09
137565,09/2019,2019/09
137566,09/2019,2019/09
137567,09/2019,2019/09
137568,09/2019,2019/09
137569,09/2019,2019/09
137570,09/2019,2019/09
137571,09/2019,2019/09
137572,09/2019,2019/09
137573,09/2019,2019/09
137574,09/2019,2019/09
137575,09/2019,2019/09
137576,09/2019,2019/09
137577,09/2019,2019/09
137578,09/2019,2019/09
137579,09/2019,2019/09
137580,09/2019,2019/09
137581,09/2019,2019/09
137582,09/2019,2019/09
137583,09/2019,2019/09
137584,09/2019,2019/09
137585,09/2019,2019/09
137586,09/2019,2019/09
137587,09/2019,2019/09
137588,09/2019,2019/09
137589,09/2019,2019/09
137590,09/2019,2019/09
137591,09/2019,2019/09
137592,09/2019,2019/09
137593,09/2019,2019/09
137594,09/2019,2019/09
137595,09/2019,2019/09
137596,09/2019,2019/09
137597,09/2019,2019/09
137598,09/2019,2019/09
137599,09/2019,2019/09
137600,09/2019,2019/09
137601,09/2019,2019/09
137602,09/2019,2019/09
137603,09/2019,2019/09
137604,09/2019,2019/09
137605,09/2019,2019/09
137606,09/2019,2019/09
137607,09/2019,2019/09
137608,09/2019,2019/09
137609,09/2019,2019/09
137610,09/2019,2019/09
137611,09/2019,2019/09
137612,09/2019,2019/09
137613,09/2019,2019/09
137614,09/2019,2019/09
137615,09/2019,2019/09
137616,09/2019,2019/09
137617,09/2019,2019/09
137618,09/2019,2019/09
137619,09/2019,2019/09
137620,09/2019,2019/09
137621,09/2019,2019/09
137622,09/2019,2019/09
137623,09/2019,2019/09
137624,09/2019,2019/09
137625,09/2019,2019/09
137626,09/2019,2019/09
137627,09/2019,2019/09
137628,09/2019,2019/09
137629,09/2019,2019/09
137630,09/2019,2019/09
137631,09/2019,2019/09
137632,09/2019,2019/09
137633,09/2019,2019/09
137634,09/2019,2019/09
137635,09/2019,2019/09
137636,09/2019,2019/09
137637,09/2019,2019/09
137638,09/2019,2019/09
137639,09/2019,2019/09
137640,09/2019,2019/09
137641,09/2019,2019/09
137642,09/2019,2019/09
137643,09/2019,2019/09
137644,09/2019,2019/09
137645,09/2019,2019/09
137646,09/2019,2019/09
137647,09/2019,2019/09
137648,09/2019,2019/09
137649,09/2019,2019/09
137650,09/2019,2019/09
137651,09/2019,2019/09
137652,09/2019,2019/09
137653,09/2019,2019/09
137654,09/2019,2019/09
137655,09/2019,2019/09
137656,09/2019,2019/09
137657,09/2019,2019/09
137658,09/2019,2019/09
137659,09/2019,2019/09
137660,09/2019,2019/09
137661,09/2019,2019/09
137662,09/2019,2019/09
137663,09/2019,2019/09
137664,09/2019,2019/09
137665,09/2019,2019/09
137666,09/2019,2019/09
137667,09/2019,2019/09
137668,09/2019,2019/09
137669,09/2019,2019/09
137670,09/2019,2019/09
137671,09/2019,2019/09
137672,09/2019,2019/09
137673,09/2019,2019/09
137674,09/2019,2019/09
137675,09/2019,2019/09
137676,09/2019,2019/09
137677,09/2019,2019/09
137678,09/2019,2019/09
137679,09/2019,2019/09
137680,09/2019,2019/09
137681,09/2019,2019/09
137682,09/2019,2019/09
137683,09/2019,2019/09
137684,09/2019,2019/09
137685,09/2019,2019/09
137686,09/2019,2019/09
137687,09/2019,2019/09
137688,09/2019,2019/09
137689,09/2019,2019/09
137690,09/2019,2019/09
137691,09/2019,2019/09
137692,09/2019,2019/09
137693,09/2019,2019/09
137694,09/2019,2019/09
137695,09/2019,2019/09
137696,09/2019,2019/09
137697,09/2019,2019/09
137698,09/2019,2019/09
137699,09/2019,2019/09
137700,09/2019,2019/09
137701,09/2019,2019/09
137702,09/2019,2019/09
137703,09/2019,2019/09
137704,09/2019,2019/09
137705,09/2019,2019/09
137706,09/2019,2019/09
137707,09/2019,2019/09
137708,09/2019,2019/09
137709,09/2019,2019/09
137710,09/2019,2019/09
137711,09/2019,2019/09
137712,09/2019,2019/09
137713,09/2019,2019/09
137714,09/2019,2019/09
137715,09/2019,2019/09
137716,09/2019,2019/09
137717,09/2019,2019/09
137718,09/2019,2019/09
137719,09/2019,2019/09
137720,09/2019,2019/09
137721,09/2019,2019/09
137722,09/2019,2019/09
137723,09/2019,2019/09
137724,09/2019,2019/09
137725,09/2019,2019/09
137726,09/2019,2019/09
137727,09/2019,2019/09
137728,09/2019,2019/09
137729,09/2019,2019/09
137730,09/2019,2019/09
137731,09/2019,2019/09
137732,09/2019,2019/09
137733,09/2019,2019/09
137734,09/2019,2019/09
137735,09/2019,2019/09
137736,09/2019,2019/09
137737,09/2019,2019/09
137738,09/2019,2019/09
137739,09/2019,2019/09
137740,09/2019,2019/09
137741,09/2019,2019/09
137742,09/2019,2019/09
137743,09/2019,2019/09
137744,09/2019,2019/09
137745,09/2019,2019/09
137746,09/2019,2019/09
137747,09/2019,2019/09
137748,09/2019,2019/09
137749,09/2019,2019/09
137750,09/2019,2019/09
137751,09/2019,2019/09
137752,09/2019,2019/09
137753,09/2019,2019/09
137754,09/2019,2019/09
137755,09/2019,2019/09
137756,09/2019,2019/09
137757,09/2019,2019/09
137758,09/2019,2019/09
137759,09/2019,2019/09
137760,09/2019,2019/09
137761,09/2019,2019/09
137762,09/2019,2019/09
137763,09/2019,2019/09
137764,09/2019,2019/09
137765,09/2019,2019/09
137766,09/2019,2019/09
137767,09/2019,2019/09
137768,09/2019,2019/09
137769,09/2019,2019/09
137770,09/2019,2019/09
137771,09/2019,2019/09
137772,09/2019,2019/09
137773,09/2019,2019/09
137774,09/2019,2019/09
137775,09/2019,2019/09
137776,09/2019,2019/09
137777,09/2019,2019/09
137778,09/2019,2019/09
137779,09/2019,2019/09
137780,09/2019,2019/09
137781,09/2019,2019/09
137782,09/2019,2019/09
137783,09/2019,2019/09
137784,09/2019,2019/09
137785,09/2019,2019/09
137786,09/2019,2019/09
137787,09/2019,2019/09
137788,09/2019,2019/09
137789,09/2019,2019/09
137790,09/2019,2019/09
137791,09/2019,2019/09
137792,09/2019,2019/09
137793,09/2019,2019/09
137794,09/2019,2019/09
137795,09/2019,2019/09
137796,09/2019,2019/09
137797,09/2019,2019/09
137798,09/2019,2019/09
137799,09/2019,2019/09
137800,09/2019,2019/09
137801,09/2019,2019/09
137802,09/2019,2019/09
137803,09/2019,2019/09
137804,09/2019,2019/09
137805,09/2019,2019/09
137806,09/2019,2019/09
137807,09/2019,2019/09
137808,09/2019,2019/09
137809,09/2019,2019/09
137810,09/2019,2019/09
137811,09/2019,2019/09
137812,09/2019,2019/09
137813,09/2019,2019/09
137814,09/2019,2019/09
137815,09/2019,2019/09
137816,09/2019,2019/09
137817,09/2019,2019/09
137818,09/2019,2019/09
137819,09/2019,2019/09
137820,09/2019,2019/09
137821,09/2019,2019/09
137822,09/2019,2019/09
137823,09/2019,2019/09
137824,09/2019,2019/09
137825,09/2019,2019/09
137826,09/2019,2019/09
137827,09/2019,2019/09
137828,09/2019,2019/09
137829,09/2019,2019/09
137830,09/2019,2019/09
137831,09/2019,2019/09
137832,09/2019,2019/09
137833,09/2019,2019/09
137834,09/2019,2019/09
137835,09/2019,2019/09
137836,09/2019,2019/09
137837,09/2019,2019/09
137838,09/2019,2019/09
137839,09/2019,2019/09
137840,09/2019,2019/09
137841,09/2019,2019/09
137842,09/2019,2019/09
137843,09/2019,2019/09
137844,09/2019,2019/09
137845,09/2019,2019/09
137846,09/2019,2019/09
137847,09/2019,2019/09
137848,09/2019,2019/09
137849,09/2019,2019/09
137850,09/2019,2019/09
137851,09/2019,2019/09
137852,09/2019,2019/09
137853,09/2019,2019/09
137854,09/2019,2019/09
137855,09/2019,2019/09
137856,09/2019,2019/09
137857,09/2019,2019/09
137858,09/2019,2019/09
137859,09/2019,2019/09
137860,09/2019,2019/09
137861,09/2019,2019/09
137862,09/2019,2019/09
137863,09/2019,2019/09
137864,09/2019,2019/09
137865,09/2019,2019/09
137866,09/2019,2019/09
137867,09/2019,2019/09
137868,09/2019,2019/09
137869,09/2019,2019/09
137870,09/2019,2019/09
137871,09/2019,2019/09
137872,09/2019,2019/09
137873,09/2019,2019/09
137874,09/2019,2019/09
137875,09/2019,2019/09
137876,09/2019,2019/09
137877,09/2019,2019/09
137878,09/2019,2019/09
137879,09/2019,2019/09
137880,09/2019,2019/09
137881,09/2019,2019/09
137882,09/2019,2019/09
137883,09/2019,2019/09
137884,09/2019,2019/09
137885,09/2019,2019/09
137886,09/2019,2019/09
137887,09/2019,2019/09
137888,09/2019,2019/09
137889,09/2019,2019/09
137890,09/2019,2019/09
137891,09/2019,2019/09
137892,09/2019,2019/09
137893,09/2019,2019/09
137894,09/2019,2019/09
137895,09/2019,2019/09
137896,09/2019,2019/09
137897,09/2019,2019/09
137898,09/2019,2019/09
137899,09/2019,2019/09
137900,09/2019,2019/09
137901,09/2019,2019/09
137902,09/2019,2019/09
137903,09/2019,2019/09
137904,09/2019,2019/09
137905,09/2019,2019/09
137906,09/2019,2019/09
137907,09/2019,2019/09
137908,09/2019,2019/09
137909,09/2019,2019/09
137910,09/2019,2019/09
137911,09/2019,2019/09
137912,09/2019,2019/09
137913,09/2019,2019/09
137914,09/2019,2019/09
137915,09/2019,2019/09
137916,09/2019,2019/09
137917,09/2019,2019/09
137918,09/2019,2019/09
137919,09/2019,2019/09
137920,09/2019,2019/09
137921,09/2019,2019/09
137922,09/2019,2019/09
137923,09/2019,2019/09
137924,09/2019,2019/09
137925,09/2019,2019/09
137926,09/2019,2019/09
137927,09/2019,2019/09
137928,09/2019,2019/09
137929,09/2019,2019/09
137930,09/2019,2019/09
137931,09/2019,2019/09
137932,09/2019,2019/09
137933,09/2019,2019/09
137934,09/2019,2019/09
137935,09/2019,2019/09
137936,09/2019,2019/09
137937,09/2019,2019/09
137938,09/2019,2019/09
137939,09/2019,2019/09
137940,09/2019,2019/09
137941,09/2019,2019/09
137942,09/2019,2019/09
137943,09/2019,2019/09
137944,09/2019,2019/09
137945,09/2019,2019/09
137946,09/2019,2019/09
137947,09/2019,2019/09
137948,09/2019,2019/09
137949,09/2019,2019/09
137950,09/2019,2019/09
137951,09/2019,2019/09
137952,09/2019,2019/09
137953,09/2019,2019/09
137954,09/2019,2019/09
137955,09/2019,2019/09
137956,09/2019,2019/09
137957,09/2019,2019/09
137958,09/2019,2019/09
137959,09/2019,2019/09
137960,09/2019,2019/09
137961,09/2019,2019/09
137962,09/2019,2019/09
137963,09/2019,2019/09
137964,09/2019,2019/09
137965,09/2019,2019/09
137966,09/2019,2019/09
137967,09/2019,2019/09
137968,09/2019,2019/09
137969,09/2019,2019/09
137970,09/2019,2019/09
137971,09/2019,2019/09
137972,09/2019,2019/09
137973,09/2019,2019/09
137974,09/2019,2019/09
137975,09/2019,2019/09
137976,09/2019,2019/09
137977,09/2019,2019/09
137978,09/2019,2019/09
137979,09/2019,2019/09
137980,09/2019,2019/09
137981,09/2019,2019/09
137982,09/2019,2019/09
137983,09/2019,2019/09
137984,09/2019,2019/09
137985,09/2019,2019/09
137986,09/2019,2019/09
137987,09/2019,2019/09
137988,09/2019,2019/09
137989,09/2019,2019/09
137990,09/2019,2019/09
137991,09/2019,2019/09
137992,09/2019,2019/09
137993,09/2019,2019/09
137994,09/2019,2019/09
137995,09/2019,2019/09
137996,09/2019,2019/09
137997,09/2019,2019/09
137998,09/2019,2019/09
137999,09/2019,2019/09
138000,09/2019,2019/09
138001,09/2019,2019/09
138002,09/2019,2019/09
138003,09/2019,2019/09
138004,09/2019,2019/09
138005,09/2019,2019/09
138006,09/2019,2019/09
138007,09/2019,2019/09
138008,09/2019,2019/09
138009,09/2019,2019/09
138010,09/2019,2019/09
138011,09/2019,2019/09
138012,09/2019,2019/09
138013,09/2019,2019/09
138014,09/2019,2019/09
138015,09/2019,2019/09
138016,09/2019,2019/09
138017,09/2019,2019/09
138018,09/2019,2019/09
138019,09/2019,2019/09
138020,09/2019,2019/09
138021,09/2019,2019/09
138022,09/2019,2019/09
138023,09/2019,2019/09
138024,09/2019,2019/09
138025,09/2019,2019/09
138026,09/2019,2019/09
138027,09/2019,2019/09
138028,09/2019,2019/09
138029,09/2019,2019/09
138030,09/2019,2019/09
138031,09/2019,2019/09
138032,09/2019,2019/09
138033,09/2019,2019/09
138034,09/2019,2019/09
138035,09/2019,2019/09
138036,09/2019,2019/09
138037,09/2019,2019/09
138038,09/2019,2019/09
138039,09/2019,2019/09
138040,09/2019,2019/09
138041,09/2019,2019/09
138042,09/2019,2019/09
138043,09/2019,2019/09
138044,09/2019,2019/09
138045,09/2019,2019/09
138046,09/2019,2019/09
138047,09/2019,2019/09
138048,09/2019,2019/09
138049,09/2019,2019/09
138050,09/2019,2019/09
138051,09/2019,2019/09
138052,09/2019,2019/09
138053,09/2019,2019/09
138054,09/2019,2019/09
138055,09/2019,2019/09
138056,09/2019,2019/09
138057,09/2019,2019/09
138058,09/2019,2019/09
138059,09/2019,2019/09
138060,09/2019,2019/09
138061,09/2019,2019/09
138062,09/2019,2019/09
138063,09/2019,2019/09
138064,09/2019,2019/09
138065,09/2019,2019/09
138066,09/2019,2019/09
138067,09/2019,2019/09
138068,09/2019,2019/09
138069,09/2019,2019/09
138070,09/2019,2019/09
138071,09/2019,2019/09
138072,09/2019,2019/09
138073,09/2019,2019/09
138074,09/2019,2019/09
138075,09/2019,2019/09
138076,09/2019,2019/09
138077,09/2019,2019/09
138078,09/2019,2019/09
138079,09/2019,2019/09
138080,09/2019,2019/09
138081,09/2019,2019/09
138082,09/2019,2019/09
138083,09/2019,2019/09
138084,09/2019,2019/09
138085,09/2019,2019/09
138086,09/2019,2019/09
138087,09/2019,2019/09
138088,09/2019,2019/09
138089,09/2019,2019/09
138090,09/2019,2019/09
138091,09/2019,2019/09
138092,09/2019,2019/09
138093,09/2019,2019/09
138094,09/2019,2019/09
138095,09/2019,2019/09
138096,09/2019,2019/09
138097,09/2019,2019/09
138098,09/2019,2019/09
138099,09/2019,2019/09
138100,09/2019,2019/09
138101,09/2019,2019/09
138102,09/2019,2019/09
138103,09/2019,2019/09
138104,09/2019,2019/09
138105,09/2019,2019/09
138106,09/2019,2019/09
138107,09/2019,2019/09
138108,09/2019,2019/09
138109,09/2019,2019/09
138110,09/2019,2019/09
138111,09/2019,2019/09
138112,09/2019,2019/09
138113,09/2019,2019/09
138114,09/2019,2019/09
138115,09/2019,2019/09
138116,09/2019,2019/09
138117,09/2019,2019/09
138118,09/2019,2019/09
138119,09/2019,2019/09
138120,09/2019,2019/09
138121,09/2019,2019/09
138122,09/2019,2019/09
138123,09/2019,2019/09
138124,09/2019,2019/09
138125,09/2019,2019/09
138126,09/2019,2019/09
138127,09/2019,2019/09
138128,09/2019,2019/09
138129,09/2019,2019/09
138130,09/2019,2019/09
138131,09/2019,2019/09
138132,09/2019,2019/09
138133,09/2019,2019/09
138134,09/2019,2019/09
138135,09/2019,2019/09
138136,09/2019,2019/09
138137,09/2019,2019/09
138138,09/2019,2019/09
138139,09/2019,2019/09
138140,09/2019,2019/09
138141,09/2019,2019/09
138142,09/2019,2019/09
138143,09/2019,2019/09
138144,09/2019,2019/09
138145,09/2019,2019/09
138146,09/2019,2019/09
138147,09/2019,2019/09
138148,09/2019,2019/09
138149,09/2019,2019/09
138150,09/2019,2019/09
138151,09/2019,2019/09
138152,09/2019,2019/09
138153,09/2019,2019/09
138154,09/2019,2019/09
138155,09/2019,2019/09
138156,09/2019,2019/09
138157,09/2019,2019/09
138158,09/2019,2019/09
138159,09/2019,2019/09
138160,09/2019,2019/09
138161,09/2019,2019/09
138162,09/2019,2019/09
138163,09/2019,2019/09
138164,09/2019,2019/09
138165,09/2019,2019/09
138166,09/2019,2019/09
138167,09/2019,2019/09
138168,09/2019,2019/09
138169,09/2019,2019/09
138170,09/2019,2019/09
138171,09/2019,2019/09
138172,09/2019,2019/09
138173,09/2019,2019/09
138174,09/2019,2019/09
138175,09/2019,2019/09
138176,09/2019,2019/09
138177,09/2019,2019/09
138178,09/2019,2019/09
138179,09/2019,2019/09
138180,09/2019,2019/09
138181,09/2019,2019/09
138182,09/2019,2019/09
138183,09/2019,2019/09
138184,09/2019,2019/09
138185,09/2019,2019/09
138186,09/2019,2019/09
138187,09/2019,2019/09
138188,09/2019,2019/09
138189,09/2019,2019/09
138190,09/2019,2019/09
138191,09/2019,2019/09
138192,09/2019,2019/09
138193,09/2019,2019/09
138194,09/2019,2019/09
138195,09/2019,2019/09
138196,09/2019,2019/09
138197,09/2019,2019/09
138198,09/2019,2019/09
138199,09/2019,2019/09
138200,09/2019,2019/09
138201,09/2019,2019/09
138202,09/2019,2019/09
138203,09/2019,2019/09
138204,09/2019,2019/09
138205,09/2019,2019/09
138206,09/2019,2019/09
138207,09/2019,2019/09
138208,09/2019,2019/09
138209,09/2019,2019/09
138210,09/2019,2019/09
138211,09/2019,2019/09
138212,09/2019,2019/09
138213,09/2019,2019/09
138214,09/2019,2019/09
138215,09/2019,2019/09
138216,09/2019,2019/09
138217,09/2019,2019/09
138218,09/2019,2019/09
138219,09/2019,2019/09
138220,09/2019,2019/09
138221,09/2019,2019/09
138222,09/2019,2019/09
138223,09/2019,2019/09
138224,09/2019,2019/09
138225,09/2019,2019/09
138226,09/2019,2019/09
138227,09/2019,2019/09
138228,09/2019,2019/09
138229,09/2019,2019/09
138230,09/2019,2019/09
138231,09/2019,2019/09
138232,09/2019,2019/09
138233,09/2019,2019/09
138234,09/2019,2019/09
138235,09/2019,2019/09
138236,09/2019,2019/09
138237,09/2019,2019/09
138238,09/2019,2019/09
138239,09/2019,2019/09
138240,09/2019,2019/09
138241,09/2019,2019/09
138242,09/2019,2019/09
138243,09/2019,2019/09
138244,09/2019,2019/09
138245,09/2019,2019/09
138246,09/2019,2019/09
138247,09/2019,2019/09
138248,09/2019,2019/09
138249,09/2019,2019/09
138250,09/2019,2019/09
138251,09/2019,2019/09
138252,09/2019,2019/09
138253,09/2019,2019/09
138254,09/2019,2019/09
138255,09/2019,2019/09
138256,09/2019,2019/09
138257,09/2019,2019/09
138258,09/2019,2019/09
138259,09/2019,2019/09
138260,09/2019,2019/09
138261,09/2019,2019/09
138262,09/2019,2019/09
138263,09/2019,2019/09
138264,09/2019,2019/09
138265,09/2019,2019/09
138266,09/2019,2019/09
138267,09/2019,2019/09
138268,09/2019,2019/09
138269,09/2019,2019/09
138270,09/2019,2019/09
138271,09/2019,2019/09
138272,09/2019,2019/09
138273,09/2019,2019/09
138274,09/2019,2019/09
138275,09/2019,2019/09
138276,09/2019,2019/09
138277,09/2019,2019/09
138278,09/2019,2019/09
138279,09/2019,2019/09
138280,09/2019,2019/09
138281,09/2019,2019/09
138282,09/2019,2019/09
138283,09/2019,2019/09
138284,09/2019,2019/09
138285,09/2019,2019/09
138286,09/2019,2019/09
138287,09/2019,2019/09
138288,09/2019,2019/09
138289,09/2019,2019/09
138290,09/2019,2019/09
138291,09/2019,2019/09
138292,09/2019,2019/09
138293,09/2019,2019/09
138294,09/2019,2019/09
138295,09/2019,2019/09
138296,09/2019,2019/09
138297,09/2019,2019/09
138298,09/2019,2019/09
138299,09/2019,2019/09
138300,09/2019,2019/09
138301,09/2019,2019/09
138302,09/2019,2019/09
138303,09/2019,2019/09
138304,09/2019,2019/09
138305,09/2019,2019/09
138306,09/2019,2019/09
138307,09/2019,2019/09
138308,09/2019,2019/09
138309,09/2019,2019/09
138310,09/2019,2019/09
138311,09/2019,2019/09
138312,09/2019,2019/09
138313,09/2019,2019/09
138314,09/2019,2019/09
138315,09/2019,2019/09
138316,09/2019,2019/09
138317,09/2019,2019/09
138318,09/2019,2019/09
138319,09/2019,2019/09
138320,09/2019,2019/09
138321,09/2019,2019/09
138322,09/2019,2019/09
138323,09/2019,2019/09
138324,09/2019,2019/09
138325,09/2019,2019/09
138326,09/2019,2019/09
138327,09/2019,2019/09
138328,09/2019,2019/09
138329,09/2019,2019/09
138330,09/2019,2019/09
138331,09/2019,2019/09
138332,09/2019,2019/09
138333,09/2019,2019/09
138334,09/2019,2019/09
138335,09/2019,2019/09
138336,09/2019,2019/09
138337,09/2019,2019/09
138338,09/2019,2019/09
138339,09/2019,2019/09
138340,09/2019,2019/09
138341,09/2019,2019/09
138342,09/2019,2019/09
138343,09/2019,2019/09
138344,09/2019,2019/09
138345,09/2019,2019/09
138346,09/2019,2019/09
138347,09/2019,2019/09
138348,09/2019,2019/09
138349,09/2019,2019/09
138350,09/2019,2019/09
138351,09/2019,2019/09
138352,09/2019,2019/09
138353,09/2019,2019/09
138354,09/2019,2019/09
138355,09/2019,2019/09
138356,09/2019,2019/09
138357,09/2019,2019/09
138358,09/2019,2019/09
138359,09/2019,2019/09
138360,09/2019,2019/09
138361,09/2019,2019/09
138362,09/2019,2019/09
138363,09/2019,2019/09
138364,09/2019,2019/09
138365,09/2019,2019/09
138366,09/2019,2019/09
138367,09/2019,2019/09
138368,09/2019,2019/09
138369,09/2019,2019/09
138370,09/2019,2019/09
138371,09/2019,2019/09
138372,09/2019,2019/09
138373,09/2019,2019/09
138374,09/2019,2019/09
138375,09/2019,2019/09
138376,09/2019,2019/09
138377,09/2019,2019/09
138378,09/2019,2019/09
138379,09/2019,2019/09
138380,09/2019,2019/09
138381,09/2019,2019/09
138382,09/2019,2019/09
138383,09/2019,2019/09
138384,09/2019,2019/09
138385,09/2019,2019/09
138386,09/2019,2019/09
138387,09/2019,2019/09
138388,09/2019,2019/09
138389,09/2019,2019/09
138390,09/2019,2019/09
138391,09/2019,2019/09
138392,09/2019,2019/09
138393,09/2019,2019/09
138394,09/2019,2019/09
138395,09/2019,2019/09
138396,09/2019,2019/09
138397,09/2019,2019/09
138398,09/2019,2019/09
138399,09/2019,2019/09
138400,09/2019,2019/09
138401,09/2019,2019/09
138402,09/2019,2019/09
138403,09/2019,2019/09
138404,09/2019,2019/09
138405,09/2019,2019/09
138406,09/2019,2019/09
138407,09/2019,2019/09
138408,09/2019,2019/09
138409,09/2019,2019/09
138410,09/2019,2019/09
138411,09/2019,2019/09
138412,09/2019,2019/09
138413,09/2019,2019/09
138414,09/2019,2019/09
138415,09/2019,2019/09
138416,09/2019,2019/09
138417,09/2019,2019/09
138418,09/2019,2019/09
138419,09/2019,2019/09
138420,09/2019,2019/09
138421,09/2019,2019/09
138422,09/2019,2019/09
138423,09/2019,2019/09
138424,09/2019,2019/09
138425,09/2019,2019/09
138426,09/2019,2019/09
138427,09/2019,2019/09
138428,09/2019,2019/09
138429,09/2019,2019/09
138430,09/2019,2019/09
138431,09/2019,2019/09
138432,09/2019,2019/09
138433,09/2019,2019/09
138434,09/2019,2019/09
138435,09/2019,2019/09
138436,09/2019,2019/09
138437,09/2019,2019/09
138438,09/2019,2019/09
138439,09/2019,2019/09
138440,09/2019,2019/09
138441,09/2019,2019/09
138442,09/2019,2019/09
138443,09/2019,2019/09
138444,09/2019,2019/09
138445,09/2019,2019/09
138446,09/2019,2019/09
138447,09/2019,2019/09
138448,09/2019,2019/09
138449,09/2019,2019/09
138450,09/2019,2019/09
138451,09/2019,2019/09
138452,09/2019,2019/09
138453,09/2019,2019/09
138454,09/2019,2019/09
138455,09/2019,2019/09
138456,09/2019,2019/09
138457,09/2019,2019/09
138458,09/2019,2019/09
138459,09/2019,2019/09
138460,09/2019,2019/09
138461,09/2019,2019/09
138462,09/2019,2019/09
138463,09/2019,2019/09
138464,09/2019,2019/09
138465,09/2019,2019/09
138466,09/2019,2019/09
138467,09/2019,2019/09
138468,09/2019,2019/09
138469,09/2019,2019/09
138470,09/2019,2019/09
138471,09/2019,2019/09
138472,09/2019,2019/09
138473,09/2019,2019/09
138474,09/2019,2019/09
138475,09/2019,2019/09
138476,09/2019,2019/09
138477,09/2019,2019/09
138478,09/2019,2019/09
138479,09/2019,2019/09
138480,09/2019,2019/09
138481,09/2019,2019/09
138482,09/2019,2019/09
138483,09/2019,2019/09
138484,09/2019,2019/09
138485,09/2019,2019/09
138486,09/2019,2019/09
138487,09/2019,2019/09
138488,09/2019,2019/09
138489,09/2019,2019/09
138490,09/2019,2019/09
138491,09/2019,2019/09
138492,09/2019,2019/09
138493,09/2019,2019/09
138494,09/2019,2019/09
138495,09/2019,2019/09
138496,09/2019,2019/09
138497,09/2019,2019/09
138498,09/2019,2019/09
138499,09/2019,2019/09
138500,09/2019,2019/09
138501,09/2019,2019/09
138502,09/2019,2019/09
138503,09/2019,2019/09
138504,09/2019,2019/09
138505,09/2019,2019/09
138506,09/2019,2019/09
138507,09/2019,2019/09
138508,09/2019,2019/09
138509,09/2019,2019/09
138510,09/2019,2019/09
138511,09/2019,2019/09
138512,09/2019,2019/09
138513,09/2019,2019/09
138514,09/2019,2019/09
138515,09/2019,2019/09
138516,09/2019,2019/09
138517,09/2019,2019/09
138518,09/2019,2019/09
138519,09/2019,2019/09
138520,09/2019,2019/09
138521,09/2019,2019/09
138522,09/2019,2019/09
138523,09/2019,2019/09
138524,09/2019,2019/09
138525,09/2019,2019/09
138526,09/2019,2019/09
138527,09/2019,2019/09
